monster	display_name	boss	level	health	mana	actions	draw	preferred_starting_cards	starting_equipment	rule_deck	generated_attack_slots	generated_attack_cards	final_deck	health_source
WaterElemental	Water Elemental	False	8	55	5	1	2	Suffocate		Suffocate,LightningStrike,FrostSlash2,FrostSlash2,FrostSlash2,FrostSlash2,FrostBolt,FrostBolt,ManaSurge,ManaSurge,FrostSlash2	13	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	Suffocate,LightningStrike,FrostSlash2,FrostSlash2,FrostSlash2,FrostSlash2,FrostBolt,FrostBolt,ManaSurge,ManaSurge,FrostSlash2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
WaterElemental	Water Elemental	False	9	70	5	1	2	Suffocate		Suffocate,LightningStrike,FrostSlash3,FrostSlash3,FrostSlash2,FrostSlash2,FrostBolt,FrostBolt,ManaSurge,ManaSurge,FrostSlash2	13	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Suffocate,LightningStrike,FrostSlash3,FrostSlash3,FrostSlash2,FrostSlash2,FrostBolt,FrostBolt,ManaSurge,ManaSurge,FrostSlash2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
WaterElemental	Water Elemental	False	10	85	5	1	2	Suffocate		Suffocate,LightningStrike,FrostSlash3,FrostSlash3,FrostShape,FrostSlash2,FrostBolt,FrostBolt,ManaSurge,ManaSurge,FrostSlash2,Suffocate	15	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	Suffocate,LightningStrike,FrostSlash3,FrostSlash3,FrostShape,FrostSlash2,FrostBolt,FrostBolt,ManaSurge,ManaSurge,FrostSlash2,Suffocate,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
WhiteDragon	White Dragon	False	7	40	20	1	2	FrostBreath,DragonScales2,DragonScales		DragonsWisdom,FrostShape,DragonsBite,FrostBreath,FrostBreath,DragonScales,DragonScales	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	DragonsWisdom,FrostShape,DragonsBite,FrostBreath,FrostBreath,DragonScales,DragonScales,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
WhiteDragon	White Dragon	False	8	55	20	1	2	FrostBreath,DragonScales2,DragonScales		DragonsWisdom,FrostShape,DragonsBite,FrostBreath,FrostBreath,DragonScales,DragonScales,DragonsClaw3,DragonsClaw3	13	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	DragonsWisdom,FrostShape,DragonsBite,FrostBreath,FrostBreath,DragonScales,DragonScales,DragonsClaw3,DragonsClaw3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
WhiteDragon	White Dragon	False	9	70	20	1	2	FrostBreath,DragonScales2,DragonScales		DragonsWisdom,FrostShape,DragonsBite,FrostBreath,FrostBreath,DragonScales,DragonScales,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsClaw3	13	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	DragonsWisdom,FrostShape,DragonsBite,FrostBreath,FrostBreath,DragonScales,DragonScales,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsClaw3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
WhiteDragon	White Dragon	False	10	85	20	1	2	FrostBreath,DragonScales2,DragonScales		DragonsWisdom,FrostShape,DragonsBite,FrostBreath,FrostBreath,DragonScales2,DragonScales2,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsClaw3,Blizzard	15	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	DragonsWisdom,FrostShape,DragonsBite,FrostBreath,FrostBreath,DragonScales2,DragonScales2,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsClaw3,Blizzard,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
Wisp	Wisp	False	5	15	6	1	2			Mana3,Mana3,Mana3,Shock,Shock,Discharge	10	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Mana3,Mana3,Mana3,Shock,Shock,Discharge,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Wisp	Wisp	False	6	22	6	1	2			Wisdom,Mana3,Mana3,Shock,Shock,Discharge	10	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3	Wisdom,Mana3,Mana3,Shock,Shock,Discharge,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3	HealthValue * health_mult
Wisp	Wisp	False	7	30	6	1	2			Wisdom,Wisdom,Mana3,Shock,Shock,Discharge	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Wisdom,Wisdom,Mana3,Shock,Shock,Discharge,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Wraith	Wraith	False	5	20	0	1	2			SoulCrush,SoulCrush	15	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	SoulCrush,SoulCrush,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Wraith	Wraith	False	6	30	0	1	2			SoulCrush,SoulCrush,SoulCrush	15	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	SoulCrush,SoulCrush,SoulCrush,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	HealthValue * health_mult
Wraith	Wraith	False	7	40	0	1	2			SoulCrush,SoulCrush,SoulCrush	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	SoulCrush,SoulCrush,SoulCrush,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Wyvern	Wyvern	False	1	4	0	2	2	Sting		Sting,Sting,Sting,Infect1,Infect1,Infect1	8	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	Sting,Sting,Sting,Infect1,Infect1,Infect1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Wyvern	Wyvern	False	2	7	0	2	2	Sting		Sting,Sting,Sting,Infect1,Infect1,Infect1	8	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	Sting,Sting,Sting,Infect1,Infect1,Infect1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	HealthValue * health_mult
Wyvern	Wyvern	False	3	10	0	2	2	Sting		Sting,Sting,Sting,Infect2,Infect1,Infect1	11	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2	Sting,Sting,Sting,Infect2,Infect1,Infect1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Wyvern	Wyvern	False	4	15	0	2	2	Sting		Sting,Sting,Sting,Infect2,Infect2,Infect1	11	Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Sting,Sting,Sting,Infect2,Infect2,Infect1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
YellowDragon	Yellow Dragon	False	7	40	20	1	2	LightningBreath,DragonScales2,DragonScales		DragonsWisdom,StormShape,DragonsBite,LightningBreath,LightningBreath,DragonsTail,DragonScales	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	DragonsWisdom,StormShape,DragonsBite,LightningBreath,LightningBreath,DragonsTail,DragonScales,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
YellowDragon	Yellow Dragon	False	8	55	20	1	2	LightningBreath,DragonScales2,DragonScales		DragonsWisdom,StormShape,DragonsBite,LightningBreath,LightningBreath,DragonsTail,DragonScales,DragonsClaw3,DragonsClaw3	13	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	DragonsWisdom,StormShape,DragonsBite,LightningBreath,LightningBreath,DragonsTail,DragonScales,DragonsClaw3,DragonsClaw3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
YellowDragon	Yellow Dragon	False	9	70	20	1	2	LightningBreath,DragonScales2,DragonScales		DragonsWisdom,StormShape,DragonsBite,LightningBreath,LightningBreath,DragonsTail,DragonScales,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsClaw3	13	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	DragonsWisdom,StormShape,DragonsBite,LightningBreath,LightningBreath,DragonsTail,DragonScales,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsClaw3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
YellowDragon	Yellow Dragon	False	10	85	20	1	2	LightningBreath,DragonScales2,DragonScales		DragonsWisdom,StormShape,DragonsBite,LightningBreath,LightningBreath,DragonsTail,DragonScales2,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonScales2,Zap	15	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	DragonsWisdom,StormShape,DragonsBite,LightningBreath,LightningBreath,DragonsTail,DragonScales2,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonScales2,Zap,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
Zombie	Zombie	False	1	6	0	1	2	ZombieBite		Infect1,Infect1,Infect1,ZombieBite	11	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	Infect1,Infect1,Infect1,ZombieBite,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Zombie	Zombie	False	2	10	0	1	2	ZombieBite		Infect1,Infect1,Infect1,ZombieBite	11	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	Infect1,Infect1,Infect1,ZombieBite,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	HealthValue * health_mult
Zombie	Zombie	False	3	15	0	1	2	ZombieBite		Infect2,Infect1,Infect1,ZombieBite	14	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Infect2,Infect1,Infect1,ZombieBite,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Zombie	Zombie	False	4	22	0	1	2	ZombieBite		Infect2,Infect1,Infect1,ZombieBite,Infect1	14	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Infect2,Infect1,Infect1,ZombieBite,Infect1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
